t,theta_wrapped,theta_unwrapped,gap,d_cath
16.230000,4.1887562625,4.1887562625,-6.684911e-07,2.527975e-05
16.235000,4.1887562351,4.1887562351,-6.752136e-07,2.527504e-05
16.240000,4.1887562075,4.1887562075,-6.818822e-07,2.527032e-05
16.245000,4.1887561797,4.1887561797,-6.884971e-07,2.526561e-05
16.250000,4.1887561518,4.1887561518,-6.950589e-07,2.526091e-05
16.255000,4.1887561236,4.1887561236,-7.015678e-07,2.525621e-05
16.260000,4.1887560953,4.1887560953,-7.080241e-07,2.525152e-05
16.265000,4.1887560667,4.1887560667,-7.144283e-07,2.524683e-05
16.270000,4.1887560380,4.1887560380,-7.207807e-07,2.524214e-05
16.275000,4.1887560091,4.1887560091,-7.270817e-07,2.523746e-05
16.280000,4.1887563535,4.1887563535,-7.333316e-07,2.544779e-05
16.285000,4.1887562999,4.1887562999,-7.395307e-07,2.544774e-05
16.290000,4.1887558672,4.1887558672,-4.672933e-07,2.522990e-05
16.295000,4.1887558358,4.1887558358,-4.673193e-07,2.522253e-05
16.300000,4.1887558095,4.1887558095,-4.707717e-07,2.521781e-05
16.305000,4.1887557832,4.1887557832,-4.742328e-07,2.521313e-05
16.310000,4.1887557568,4.1887557568,-4.776601e-07,2.520846e-05
16.315000,4.1887557304,4.1887557304,-4.810533e-07,2.520379e-05
16.320000,4.1887557040,4.1887557040,-4.844127e-07,2.519912e-05
16.325000,4.1887556775,4.1887556775,-4.877385e-07,2.519446e-05
16.330000,4.1887556510,4.1887556510,-4.910311e-07,2.518980e-05
16.335000,4.1887556244,4.1887556244,-4.942905e-07,2.518515e-05
16.340000,4.1887555977,4.1887555977,-4.975172e-07,2.518051e-05
16.345000,4.1887555710,4.1887555710,-5.007113e-07,2.517586e-05
16.350000,4.1887555443,4.1887555443,-5.038732e-07,2.517122e-05
16.355000,4.1887555175,4.1887555175,-5.070029e-07,2.516659e-05
16.360000,4.1887554906,4.1887554906,-5.101009e-07,2.516196e-05
16.365000,4.1887554638,4.1887554638,-5.131673e-07,2.515734e-05
16.370000,4.1887554368,4.1887554368,-5.162024e-07,2.515272e-05
16.375000,4.1887554087,4.1887554087,-5.192063e-07,2.514752e-05
16.380000,4.1887553773,4.1887553773,-5.221795e-07,2.514074e-05
16.385000,4.1887553469,4.1887553469,-5.258801e-07,2.513454e-05
16.390000,4.1887553197,4.1887553197,-5.316615e-07,2.512996e-05
16.395000,4.1887552923,4.1887552923,-5.373981e-07,2.512539e-05
16.400000,4.1887552648,4.1887552648,-5.430914e-07,2.512082e-05
16.405000,4.1887552371,4.1887552371,-5.487416e-07,2.511625e-05
16.410000,4.1887552093,4.1887552093,-5.543490e-07,2.511169e-05
16.415000,4.1887551814,4.1887551814,-5.599137e-07,2.510713e-05
16.420000,4.1887551534,4.1887551534,-5.654362e-07,2.510258e-05
16.425000,4.1887551252,4.1887551252,-5.709167e-07,2.509803e-05
16.430000,4.1887550969,4.1887550969,-5.763554e-07,2.509348e-05
16.435000,4.1887550684,4.1887550684,-5.817526e-07,2.508894e-05
16.440000,4.1887550398,4.1887550398,-5.871086e-07,2.508441e-05
16.445000,4.1887550111,4.1887550111,-5.924236e-07,2.507987e-05
16.450000,4.1887549822,4.1887549822,-5.976979e-07,2.507534e-05
16.455000,4.1887549533,4.1887549533,-6.029318e-07,2.507082e-05
16.460000,4.1887549241,4.1887549241,-6.081255e-07,2.506630e-05
16.465000,4.1887548949,4.1887548949,-6.132792e-07,2.506178e-05
16.470000,4.1887548654,4.1887548654,-6.183933e-07,2.505727e-05
16.475000,4.1887548359,4.1887548359,-6.234680e-07,2.505276e-05
16.480000,4.1887548062,4.1887548062,-6.285035e-07,2.504825e-05
16.485000,4.1887547764,4.1887547764,-6.335000e-07,2.504375e-05
16.490000,4.1887547464,4.1887547464,-6.384579e-07,2.503925e-05
16.495000,4.1887547163,4.1887547163,-6.433773e-07,2.503476e-05
16.500000,4.1887546860,4.1887546860,-6.482586e-07,2.503027e-05
16.505000,4.1887546556,4.1887546556,-6.531019e-07,2.502579e-05
16.510000,4.1887546251,4.1887546251,-6.579075e-07,2.502130e-05
16.515000,4.1887545944,4.1887545944,-6.626756e-07,2.501683e-05
16.520000,4.1887545636,4.1887545636,-6.674065e-07,2.501235e-05
16.525000,4.1887545326,4.1887545326,-6.721004e-07,2.500789e-05
16.530000,4.1887545015,4.1887545015,-6.767576e-07,2.500342e-05
16.535000,4.1887544702,4.1887544702,-6.813782e-07,2.499896e-05
16.540000,4.1887544388,4.1887544388,-6.859625e-07,2.499450e-05
16.545000,4.1887544072,4.1887544072,-6.905107e-07,2.499005e-05
16.550000,4.1887543755,4.1887543755,-6.950231e-07,2.498560e-05
16.555000,4.1887543437,4.1887543437,-6.994999e-07,2.498115e-05
16.560000,4.1887543116,4.1887543116,-7.039413e-07,2.497671e-05
16.565000,4.1887542795,4.1887542795,-7.083475e-07,2.497227e-05
16.570000,4.1887542472,4.1887542472,-7.127188e-07,2.496784e-05
16.575000,4.1887542147,4.1887542147,-7.170554e-07,2.496341e-05
16.580000,4.1887541821,4.1887541821,-7.213574e-07,2.495899e-05
16.585000,4.1887544366,4.1887544366,-7.256252e-07,2.517142e-05
16.590000,4.1887542393,4.1887542393,-7.298589e-07,2.516771e-05
16.595000,4.1887537427,4.1887537427,-4.439770e-07,2.494594e-05
16.600000,4.1887537069,4.1887537069,-4.470962e-07,2.494037e-05
16.605000,4.1887536736,4.1887536736,-4.517770e-07,2.493598e-05
16.610000,4.1887536401,4.1887536401,-4.563933e-07,2.493158e-05
16.615000,4.1887536064,4.1887536064,-4.609769e-07,2.492718e-05
