t,phi_wrapped,phi_unwrapped
2.265000,6.282640411,-0.0005448964595
2.270000,6.282635429,-0.0005498782165
2.275000,6.282630528,-0.0005547793293
2.280000,6.282625706,-0.0005596010132
2.285000,6.282620962,-0.0005643449659
2.290000,6.282616296,-0.00056901144
2.295000,6.282611706,-0.0005736011405
2.300000,6.282607191,-0.0005781164348
2.305000,6.282602749,-0.0005825582867
2.310000,6.282598379,-0.0005869281187
2.315000,6.282594081,-0.0005912264238
2.320000,6.2825902,-0.0005951072754
2.325000,6.28258594,-0.0005993673632
2.330000,6.282581571,-0.0006037365686
2.335000,6.282577183,-0.0006081246365
2.340000,6.282572845,-0.00061246169
2.345000,6.282568622,-0.0006166850723
2.350000,6.282564574,-0.0006207327635
2.355000,6.282560762,-0.0006245455456
2.360000,6.282557239,-0.0006280678795
2.365000,6.282554063,-0.0006312442308
2.370000,6.282551283,-0.0006340241159
2.375000,6.282548947,-0.0006363597289
2.380000,6.28254727,-0.000638036722
2.385000,6.282546194,-0.0006391135431
2.390000,6.282545685,-0.0006396217281
2.395000,6.282545729,-0.0006395783446
2.400000,6.282546307,-0.0006390006103
2.405000,6.282547406,-0.0006379009769
2.410000,6.282549013,-0.0006362939773
2.415000,6.282551108,-0.000634199312
2.420000,6.28255368,-0.0006316269773
2.425000,6.282556713,-0.0006285944176
2.430000,6.282560192,-0.0006251154468
2.435000,6.282564103,-0.0006212040953
2.440000,6.282568433,-0.0006168741988
2.445000,6.282573168,-0.0006121393526
2.450000,6.282578294,-0.000607012906
2.455000,6.282583799,-0.0006015079615
2.460000,6.28258967,-0.0005956373745
2.465000,6.282595893,-0.0005894137537
2.470000,6.282602458,-0.0005828494614
2.475000,6.282609351,-0.000575956615
2.480000,6.28261656,-0.0005687470877
2.485000,6.282624075,-0.0005612325104
2.490000,6.282631883,-0.0005534242736
2.495000,6.282639974,-0.000545333529
2.500000,6.282648336,-0.0005369711917
2.505000,6.282656959,-0.000528347943
2.510000,6.282665833,-0.0005194745832
2.515000,6.282674948,-0.0005103589776
2.520000,6.282684293,-0.0005010140243
2.525000,6.282693858,-0.0004914488712
2.530000,6.282703636,-0.0004816712003
2.535000,6.282713616,-0.0004716912181
2.540000,6.282723789,-0.0004615181738
2.545000,6.282734146,-0.0004511610159
2.550000,6.282744679,-0.0004406284736
2.555000,6.282755378,-0.0004299290685
2.560000,6.282766236,-0.0004190711191
2.565000,6.282777244,-0.0004080627434
2.570000,6.282788395,-0.0003969118626
2.575000,6.282799681,-0.0003856262039
2.580000,6.282811094,-0.000374213304
2.585000,6.282822627,-0.0003626805119
2.590000,6.282834272,-0.0003510349926
2.595000,6.282846023,-0.0003392837298
2.600000,6.282857874,-0.000327433529
2.605000,6.282869816,-0.0003154910211
2.610000,6.282881845,-0.000303462665
2.615000,6.282893952,-0.0002913547509
2.620000,6.282906134,-0.0002791734036
2.625000,6.282918383,-0.0002669245848
2.630000,6.282930693,-0.0002546140971
2.635000,6.28294306,-0.0002422475861
2.640000,6.282955477,-0.0002298305437
2.645000,6.282967939,-0.0002173683112
2.650000,6.282980441,-0.0002048660819
2.655000,6.282992978,-0.0001923289039
2.660000,6.283005545,-0.0001797616831
2.665000,6.283018138,-0.0001671691861
2.670000,6.283030751,-0.0001545560424
2.675000,6.28304338,-0.0001419267478
2.680000,6.283056022,-0.0001292856664
2.685000,6.28306867,-0.0001166370337
2.690000,6.283081322,-0.000103984959
2.695000,6.283093974,-9.133342814e-05
2.700000,6.283106619,-7.868859565e-05
2.705000,6.283119255,-6.605262973e-05
2.710000,6.28313188,-5.342730268e-05
2.715000,6.283144492,-4.081564282e-05
2.720000,6.283157083,-2.822425791e-05
2.725000,6.283169651,-1.565649972e-05
2.730000,6.283182192,-3.114866769e-06
2.735000,9.397639245e-06,9.397639245e-06
2.740000,2.187803355e-05,2.187803355e-05
2.745000,3.43234254e-05,3.43234254e-05
2.750000,4.673102652e-05,4.673102652e-05
2.755000,5.910155208e-05,5.910155208e-05
2.760000,7.143123942e-05,7.143123942e-05
2.765000,8.371662838e-05,8.371662838e-05
2.770000,9.59551624e-05,9.59551624e-05
2.775000,0.0001081409782,0.0001081409782
2.780000,0.0001202743354,0.0001202743354
2.785000,0.0001323544757,0.0001323544757
2.790000,0.0001443781383,0.0001443781383
2.795000,0.0001563428247,0.0001563428247
2.800000,0.0001682502482,0.0001682502482
2.805000,0.0001800972713,0.0001800972713
2.810000,0.0001918781843,0.0001918781843
2.815000,0.0002035960706,0.0002035960706
2.820000,0.0002152460765,0.0002152460765
2.825000,0.0002268265009,0.0002268265009
2.830000,0.0002383365246,0.0002383365246
2.835000,0.0002497761207,0.0002497761207
2.840000,0.0002611418536,0.0002611418536
2.845000,0.0002724368053,0.0002724368053
2.850000,0.0002836556331,0.0002836556331
2.855000,0.0002947978937,0.0002947978937
2.860000,0.0003058641477,0.0003058641477
2.865000,0.0003155112748,0.0003155112748
2.870000,0.0003249159853,0.0003249159853
2.875000,0.0003341416229,0.0003341416229
2.880000,0.0003431925435,0.0003431925435
2.885000,0.0003616626296,0.0003616626296
2.890000,0.0003778097969,0.0003778097969
2.895000,0.0003913830444,0.0003913830444
2.900000,0.0004033898434,0.0004033898434
2.905000,0.0004138973849,0.0004138973849
2.910000,0.0004229423476,0.0004229423476
2.915000,0.000430561059,0.000430561059
2.920000,0.0004367888693,0.0004367888693
2.925000,0.0004416604339,0.0004416604339
2.930000,0.0004452097501,0.0004452097501
2.935000,0.0004474701606,0.0004474701606
2.940000,0.0004484743572,0.0004484743572
2.945000,0.0004483046724,0.0004483046724
2.950000,0.0004469896334,0.0004469896334
2.955000,0.0004445560808,0.0004445560808
2.960000,0.0004410316156,0.0004410316156
2.965000,0.0004364431108,0.0004364431108
2.970000,0.0004308170546,0.0004308170546
2.975000,0.0004241795533,0.0004241795533
2.980000,0.0004165563238,0.0004165563238
2.985000,0.0004079725859,0.0004079725859
2.990000,0.0003984532726,0.0003984532726
2.995000,0.0003880233754,0.0003880233754
3.000000,0.0003767066354,0.0003767066354
3.005000,0.0003645267461,0.0003645267461
3.010000,0.0003515070083,0.0003515070083
3.015000,0.0003376706062,0.0003376706062
3.020000,0.0003230396086,0.0003230396086
3.025000,0.0003076358653,0.0003076358653
3.030000,0.0002914814196,0.0002914814196
3.035000,0.0002745975719,0.0002745975719
3.040000,0.0002570052131,0.0002570052131
3.045000,0.0002387248427,0.0002387248427
3.050000,0.0002197765689,0.0002197765689
3.055000,0.000200180116,0.000200180116
3.060000,0.0001799548289,0.0001799548289
3.065000,0.0001591196772,0.0001591196772
3.070000,0.0001376932597,0.0001376932597
3.075000,0.0001156938092,0.0001156938092
3.080000,9.313919745e-05,9.313919745e-05
3.085000,7.004616191e-05,7.004616191e-05
3.090000,4.643337162e-05,4.643337162e-05
3.095000,2.231808316e-05,2.231808316e-05
3.100000,6.283183022,-2.285197522e-06
3.105000,6.283157947,-2.735982807e-05
3.110000,6.283132417,-5.288969923e-05
3.115000,6.283106448,-7.885945236e-05
3.120000,6.283080054,-0.000105253635
3.125000,6.283035193,-0.0001501139618
3.130000,6.282991904,-0.000193403328
3.135000,6.282949226,-0.0002360815077
3.140000,6.282906974,-0.0002783335612
3.145000,6.282865129,-0.0003201776949
3.150000,6.282823687,-0.0003616199022
3.155000,6.282782633,-0.0004026745103
3.160000,6.282741956,-0.0004433513754
3.165000,6.282701648,-0.00048365951
3.170000,6.282661698,-0.0005236089353
3.175000,6.282622079,-0.0005632277113
3.180000,6.282582799,-0.000602508418
3.185000,6.282543846,-0.0006414609685
3.190000,6.282505204,-0.0006801031076
3.195000,6.282466897,-0.0007184102362
3.200000,6.28242889,-0.0007564166897
3.205000,6.28239122,-0.0007940868207
3.210000,6.282353768,-0.0008315396012
3.215000,6.282316531,-0.0008687757683
3.220000,6.282279732,-0.0009055747492
3.225000,6.282243135,-0.0009421723839
3.230000,6.282206811,-0.0009784961538
3.235000,6.282170705,-0.001014601877
3.240000,6.282134864,-0.001050443462
3.245000,6.282099264,-0.001086043269
3.250000,6.282063901,-0.00112140568
3.255000,6.282028768,-0.001156539064
3.260000,6.281993858,-0.001191449037
3.265000,6.28195917,-0.001226137381
3.270000,6.281924694,-0.001260612909
3.275000,6.281890428,-0.001294879674
3.280000,6.281856366,-0.001328941338
3.285000,6.281822501,-0.001362806506
3.290000,6.281788831,-0.001396476011
3.295000,6.281755352,-0.001429955639
3.300000,6.281722058,-0.001463248944
3.305000,6.281688945,-0.001496361851
3.310000,6.281656011,-0.001529295851
3.315000,6.281623249,-0.001562058524
3.320000,6.281590636,-0.001594670978
3.325000,6.281558914,-0.001626393145
3.330000,6.281525877,-0.00165942995
3.335000,6.281491745,-0.001693562532
3.340000,6.281458332,-0.001726974786
3.345000,6.281426483,-0.001758823703
3.350000,6.281396649,-0.001788658087
3.355000,6.281368102,-0.001817205128
3.360000,6.281340687,-0.001844620131
3.365000,6.281316271,-0.001869035957
3.370000,6.281291826,-0.001893481581
3.375000,6.281266253,-0.00191905428
3.380000,6.281241465,-0.001943842516
3.385000,6.281217239,-0.001968068466
3.390000,6.281193557,-0.001991750664
3.395000,6.2811704,-0.00201490717
3.400000,6.281147763,-0.002037543705
3.405000,6.281125632,-0.002059675404
3.410000,6.281103995,-0.002081312372
3.415000,6.281082842,-0.002102465443
3.420000,6.281062162,-0.002123145276
3.425000,6.281041945,-0.002143362318
3.430000,6.28102218,-0.002163126797
3.435000,6.281002858,-0.002182448734
3.440000,6.280983969,-0.002201337941
3.445000,6.280965503,-0.002219804027
3.450000,6.280947452,-0.002237854971
3.455000,6.280929802,-0.002255505113
3.460000,6.280912549,-0.002272757853
3.465000,6.280895683,-0.002289623828
3.470000,6.280879195,-0.002306111756
3.475000,6.280863079,-0.002322228497
3.480000,6.280847319,-0.002337988216
3.485000,6.280831915,-0.002353392428
3.490000,6.280816856,-0.002368451207
3.495000,6.280802135,-0.002383172397
3.500000,6.280787744,-0.002397563578
3.505000,6.280773675,-0.002411632161
3.510000,6.280759922,-0.002425385395
3.515000,6.280746477,-0.002438830371
3.520000,6.280733333,-0.002451974024
3.525000,6.280720484,-0.002464823136
3.530000,6.280707923,-0.002477384341
3.535000,6.280695643,-0.002489664125
3.540000,6.280683638,-0.002501668833
3.545000,6.280671903,-0.002513404668
3.550000,6.280660429,-0.002524877695
3.555000,6.280649213,-0.002536093846
3.560000,6.280638248,-0.002547058919
3.565000,6.280627529,-0.002557778586
3.570000,6.280617049,-0.002568258389
3.575000,6.280606803,-0.002578503749
3.580000,6.280596788,-0.002588518779
3.585000,6.280586993,-0.002598313859
3.590000,6.28057742,-0.00260788767
3.595000,6.28056806,-0.002617247412
3.600000,6.280558909,-0.002626398032
3.605000,6.280549963,-0.002635344265
3.610000,6.280541216,-0.002644090735
3.615000,6.280532665,-0.002652641965
3.620000,6.280524305,-0.002661002373
3.625000,6.280516131,-0.002669176277
3.630000,6.280508139,-0.002677167901
3.635000,6.280500326,-0.002684981371
3.640000,6.280492686,-0.002692620721
3.645000,6.280485217,-0.002700089892
3.650000,6.280477914,-0.002707392739
3.655000,6.280470774,-0.002714533026
3.660000,6.280463794,-0.00272151361
3.665000,6.280456964,-0.002728343518
3.670000,6.280450292,-0.002735015416
3.675000,6.280443767,-0.002741540612
3.680000,6.280437383,-0.00274792456
3.685000,6.280431142,-0.002754165052
3.690000,6.280425044,-0.002760263464
3.695000,6.280419079,-0.002766228305
3.700000,6.280413243,-0.002772064313
3.705000,6.280407538,-0.002777768732
3.710000,6.280401961,-0.002783346666
3.715000,6.280396506,-0.002788801083
3.720000,6.280391172,-0.002794134779
3.725000,6.280385957,-0.002799350486
3.730000,6.280380856,-0.002804450872
3.735000,6.280375869,-0.002809438545
3.740000,6.280370991,-0.002814315716
3.745000,6.280366219,-0.002819088638
3.750000,6.280361553,-0.002823753753
3.755000,6.280356991,-0.002828315868
3.760000,6.28035253,-0.002832777426
3.765000,6.280348166,-0.002837140702
3.770000,6.280343899,-0.002841407915
3.775000,6.280339726,-0.002845581233
3.780000,6.280335644,-0.002849662776
3.785000,6.280331653,-0.002853654612
3.790000,6.280327748,-0.002857558765
3.795000,6.28032393,-0.002861377212
3.800000,6.280320195,-0.002865111884
3.805000,6.280316543,-0.002868764668
3.810000,6.28031297,-0.002872337408
3.815000,6.280309475,-0.002875832178
3.820000,6.280306054,-0.002879253039
3.825000,6.280302713,-0.002882593753
3.830000,6.280299443,-0.002885863795
3.835000,6.280296245,-0.002889062524
3.840000,6.280293116,-0.002892191426
3.845000,6.280290055,-0.00289525258
3.850000,6.280287058,-0.002898249375
3.855000,6.280284129,-0.002901178582
3.860000,6.280281263,-0.002904043886
3.865000,6.280278461,-0.002906846164
3.870000,6.280275722,-0.002909585445
3.875000,6.28027304,-0.002912267336
3.880000,6.280270416,-0.002914891093
3.885000,6.280267849,-0.002917457911
3.890000,6.280265338,-0.002919969058
3.895000,6.280262881,-0.002922426662
3.900000,6.280260475,-0.002924831706
3.905000,6.280258125,-0.002927182211
3.910000,6.280255822,-0.002929485091
3.915000,6.280253571,-0.00293173644
3.920000,6.280251368,-0.002933939058
3.925000,6.280249213,-0.002936094
3.930000,6.280247105,-0.002938202339
3.935000,6.280245042,-0.002940265119
3.940000,6.280243024,-0.00294228336
3.945000,6.280241049,-0.002944258058
3.950000,6.280239117,-0.002946190186
3.955000,6.280237226,-0.002948080693
3.960000,6.280235377,-0.002949930506
3.965000,6.280233567,-0.002951740531
3.970000,6.280231796,-0.002953511652
3.975000,6.280230062,-0.002955244731
3.980000,6.280228367,-0.002956940613
3.985000,6.280226707,-0.00295860012
3.990000,6.280225083,-0.002960224057
3.995000,6.280223494,-0.002961813209
4.000000,6.280221939,-0.002963368342
4.005000,6.280220415,-0.002964891918
4.010000,6.280218924,-0.002966383235
4.015000,6.280217466,-0.00296784122
4.020000,6.280216039,-0.00296926798
4.025000,6.280214643,-0.002970664282
4.030000,6.280213276,-0.002972030796
4.035000,6.280211939,-0.00297336817
4.040000,6.28021063,-0.002974677042
4.045000,6.280209349,-0.002975958031
4.050000,6.280208095,-0.002977211743
4.055000,6.280206868,-0.002978438771
4.060000,6.280205667,-0.002979639693
4.065000,6.280204492,-0.002980815074
4.070000,6.280203342,-0.002981965464
4.075000,6.280202213,-0.002983093887
4.080000,6.28020111,-0.00298419766
4.085000,6.28020003,-0.002985276791
4.090000,6.280198974,-0.002986332922
4.095000,6.280197941,-0.00298736662
4.100000,6.280196929,-0.002988378368
4.105000,6.280195939,-0.002989368635
4.110000,6.280194969,-0.002990337878
4.115000,6.280194021,-0.002991286545
4.120000,6.280193092,-0.002992215072
4.125000,6.280192183,-0.002993123886
4.130000,6.280191294,-0.002994013403
4.135000,6.280190423,-0.002994884031
4.140000,6.280189571,-0.002995736168
4.145000,6.280188737,-0.002996570202
4.150000,6.280187921,-0.002997386512
4.155000,6.280187122,-0.002998185343
4.160000,6.28018634,-0.002998967171
4.165000,6.280185575,-0.002999732357
4.170000,6.280184826,-0.003000481243
4.175000,6.280184093,-0.003001214167
4.180000,6.280183376,-0.003001931457
4.185000,6.280182674,-0.003002633436
4.190000,6.280181987,-0.003003320418
4.195000,6.280181314,-0.00300399271
4.200000,6.280180657,-0.003004650613
4.205000,6.280180013,-0.003005294419
4.210000,6.280179383,-0.003005924416
4.215000,6.280178762,-0.00300654483
4.220000,6.280178158,-0.0030071487
4.225000,6.280177568,-0.003007739365
4.230000,6.28017699,-0.003008317262
4.235000,6.280176425,-0.003008882673
4.240000,6.280175871,-0.003009435849
4.245000,6.28017533,-0.003009977034
4.250000,6.280174801,-0.003010506465
4.255000,6.280174283,-0.003011024374
4.260000,6.280173776,-0.003011530989
4.265000,6.280173281,-0.003012026531
4.270000,6.280172796,-0.003012511216
4.275000,6.280172322,-0.003012985257
4.280000,6.280171858,-0.00301344886
4.285000,6.280171405,-0.003013902227
4.290000,6.280170962,-0.003014345556
4.295000,6.280170528,-0.003014779038
4.300000,6.280170104,-0.003015202863
4.305000,6.28016969,-0.003015617148
4.310000,6.28016928,-0.003016027272
4.315000,6.280168885,-0.003016422257
4.320000,6.280168497,-0.00301681011
4.325000,6.280166673,-0.003018634049
4.330000,6.280166692,-0.003018615496
4.335000,6.280169079,-0.00301622845
4.340000,6.280170119,-0.003015188586
4.345000,6.280169003,-0.00301630379
4.350000,6.28016876,-0.00301654724
4.355000,6.280168708,-0.003016599589
4.360000,6.280168607,-0.003016700144
4.365000,6.280168504,-0.003016803513
4.370000,6.280168406,-0.003016901373
4.375000,6.280168308,-0.003016999312
4.380000,6.280168204,-0.003017102704
4.385000,6.280168108,-0.003017198735
4.390000,6.280168011,-0.00301729576
4.395000,6.280167915,-0.003017392341
4.400000,6.280167819,-0.003017488304
4.405000,6.280167723,-0.003017583758
4.410000,6.280167628,-0.003017678759
4.415000,6.280167534,-0.003017773355
4.420000,6.28016744,-0.003017867592
4.425000,6.280167346,-0.003017961513
4.430000,6.280167252,-0.003018055158
4.435000,6.280167159,-0.003018148565
4.440000,6.280167065,-0.003018241769
4.445000,6.280166972,-0.003018334803
4.450000,6.280166879,-0.003018427698
4.455000,6.28016678,-0.003018527174
4.460000,6.280166688,-0.003018618708
4.465000,6.280166595,-0.003018711773
4.470000,6.280166502,-0.003018804908
4.475000,6.280166409,-0.003018898023
4.480000,6.280166316,-0.003018991131
4.485000,6.280166223,-0.003019084252
4.490000,6.28016613,-0.003019177403
4.495000,6.280166037,-0.003019270599
4.500000,6.280165943,-0.003019363857
4.505000,6.28016585,-0.003019457188
4.510000,6.280165757,-0.003019550606
4.515000,6.280165663,-0.003019644122
4.520000,6.280165569,-0.003019737746
4.525000,6.280165476,-0.003019831487
4.530000,6.280165382,-0.003019925355
4.535000,6.280165288,-0.003020019355
4.540000,6.280165194,-0.003020113494
4.545000,6.280165099,-0.003020207779
4.550000,6.280165005,-0.003020302215
4.555000,6.28016491,-0.003020396804
4.560000,6.280164816,-0.003020491552
4.565000,6.280164721,-0.00302058646
4.570000,6.280164626,-0.00302068153
4.575000,6.280164521,-0.003020785844
4.580000,6.280164429,-0.003020878506
4.585000,6.280164333,-0.003020974412
4.590000,6.280164236,-0.003021070728
4.595000,6.28016414,-0.00302116721
4.600000,6.280164043,-0.003021263842
4.605000,6.280163947,-0.003021360622
4.610000,6.28016385,-0.003021457547
4.615000,6.280163753,-0.003021554617
4.620000,6.280163655,-0.003021651828
4.625000,6.280163558,-0.003021749177
4.630000,6.280163461,-0.003021846662
4.635000,6.280163363,-0.003021944279
4.640000,6.280163265,-0.003022042024
4.645000,6.280163167,-0.003022139893
4.650000,6.280163069,-0.003022237881
4.655000,6.280162971,-0.003022335985
4.660000,6.280162873,-0.003022434198
4.665000,6.280162775,-0.003022532516
4.670000,6.280162676,-0.003022630934
4.675000,6.280162578,-0.003022729446
4.680000,6.280162479,-0.003022828045
4.685000,6.28016238,-0.003022926727
4.690000,6.280162282,-0.003023025484
4.695000,6.280162183,-0.003023124311
4.700000,6.280162084,-0.0030232232
4.705000,6.280161985,-0.003023322146
4.710000,6.280161886,-0.003023421142
4.715000,6.280161787,-0.00302352018
4.720000,6.280161688,-0.003023619253
4.725000,6.280161589,-0.003023718355
4.730000,6.280161476,-0.003023830682
4.735000,6.280161383,-0.003023924206
4.740000,6.280161284,-0.003024023406
4.745000,6.280161184,-0.003024123159
4.750000,6.280161084,-0.00302422293
4.755000,6.280160985,-0.003024322671
4.760000,6.280160885,-0.003024422371
4.765000,6.280160785,-0.003024522023
4.770000,6.280160686,-0.003024621617
4.775000,6.280160586,-0.003024721148
4.780000,6.280160487,-0.003024820606
4.785000,6.280160387,-0.003024919985
4.790000,6.280160288,-0.003025019275
4.795000,6.280160189,-0.00302511847
4.800000,6.28016009,-0.00302521756
4.805000,6.280159991,-0.003025316538
4.810000,6.280159892,-0.003025415396
4.815000,6.280159793,-0.003025514125
4.820000,6.280159694,-0.003025612718
4.825000,6.280159596,-0.003025711165
4.830000,6.280159498,-0.00302580946
4.835000,6.2801594,-0.003025907593
4.840000,6.280159302,-0.003026005556
4.845000,6.280159204,-0.003026103342
4.850000,6.280159106,-0.003026200941
4.855000,6.280159009,-0.003026298345
4.860000,6.280158912,-0.003026395546
4.865000,6.280158815,-0.003026492536
4.870000,6.280158718,-0.003026589305
4.875000,6.280158621,-0.003026685847
4.880000,6.280158525,-0.003026782152
4.885000,6.280158429,-0.003026878212
4.890000,6.280158333,-0.003026974019
4.895000,6.280158238,-0.003027069564
4.900000,6.280158142,-0.003027164838
4.905000,6.280158047,-0.003027259826
4.910000,6.280157953,-0.003027354518
4.915000,6.280157858,-0.003027448904
4.920000,6.280157764,-0.003027542975
4.925000,6.28015767,-0.003027636721
4.930000,6.280157577,-0.003027730133
4.935000,6.280157484,-0.003027823201
4.940000,6.280157391,-0.003027915915
4.945000,6.280157299,-0.003028008267
4.950000,6.280157207,-0.003028100246
4.955000,6.280157115,-0.003028191844
4.960000,6.280157024,-0.003028283051
4.965000,6.280156933,-0.003028373858
4.970000,6.280156843,-0.003028464256
4.975000,6.280156753,-0.003028554236
4.980000,6.280156663,-0.003028643788
4.985000,6.280156574,-0.003028732904
4.990000,6.280156486,-0.003028821574
4.995000,6.280156397,-0.003028909791
5.000000,6.28015631,-0.003028997544
5.005000,6.280156222,-0.003029084826
5.010000,6.280156136,-0.003029171628
5.015000,6.280156049,-0.00302925794
5.020000,6.280155963,-0.003029343755
5.025000,6.280155878,-0.003029429065
5.030000,6.280155793,-0.003029513859
5.035000,6.280155709,-0.003029598131
5.040000,6.280155605,-0.003029701958
5.045000,6.280155533,-0.003029774073
5.050000,6.280155452,-0.003029855569
5.055000,6.280155389,-0.003029917955
5.060000,6.280155276,-0.003030031432
5.065000,6.280155204,-0.003030103042
5.070000,6.280155145,-0.003030162226
5.075000,6.280155033,-0.003030273841
5.080000,6.280154964,-0.003030343624
5.085000,6.280154886,-0.003030421108
5.090000,6.280154808,-0.00303049944
5.095000,6.28015473,-0.003030577344
5.100000,6.280154653,-0.003030654637
5.105000,6.280154576,-0.003030731287
5.110000,6.2801545,-0.003030807283
5.115000,6.280154425,-0.003030882618
5.120000,6.28015435,-0.003030957284
5.125000,6.280154276,-0.003031031274
5.130000,6.280154203,-0.003031104582
5.135000,6.280154131,-0.003031176674
5.140000,6.280154059,-0.003031248304
5.145000,6.280153988,-0.003031319203
5.150000,6.280153918,-0.003031389382
5.155000,6.280153848,-0.003031458838
5.160000,6.28015378,-0.00303152756
5.165000,6.280153712,-0.003031595543
5.170000,6.280153644,-0.003031662778
5.175000,6.280153578,-0.003031729257
5.180000,6.280153512,-0.003031794975
5.185000,6.280153447,-0.003031859923
5.190000,6.280153383,-0.003031924095
5.195000,6.28015332,-0.003031987483
5.200000,6.280153257,-0.003032050089
5.205000,6.280153195,-0.003032111897
5.210000,6.280153134,-0.003032172902
5.215000,6.280153074,-0.003032233097
5.220000,6.280153015,-0.003032292476
5.225000,6.280152956,-0.003032351033
5.230000,6.280152898,-0.00303240876
5.235000,6.280152842,-0.003032465652
5.240000,6.280152785,-0.003032521703
5.245000,6.28015273,-0.003032576906
5.250000,6.280152676,-0.003032631256
5.255000,6.280152622,-0.003032684746
5.260000,6.28015257,-0.003032737371
5.265000,6.280152518,-0.003032789124
5.270000,6.280152467,-0.00303284
5.275000,6.280152417,-0.003032889993
5.280000,6.280152368,-0.003032939098
5.285000,6.28015232,-0.003032987288
5.290000,6.280152272,-0.003033034864
5.295000,6.280152228,-0.003033079305
5.300000,6.28015217,-0.00303313707
5.305000,6.280147417,-0.003037889737
5.310000,6.280151094,-0.003034213523
5.315000,6.28015824,-0.003027067033
5.320000,6.280162059,-0.0030232485
5.325000,6.280153413,-0.003031893724
5.330000,6.280153121,-0.003032186268
5.335000,6.280154129,-0.003031178002
5.340000,6.280154517,-0.003030790627
5.345000,6.28015475,-0.003030557185
5.350000,6.280154909,-0.003030398259
5.355000,6.280155098,-0.003030209225
5.360000,6.280155267,-0.003030039733
5.365000,6.280155425,-0.003029882553
5.370000,6.280155578,-0.003029729008
5.375000,6.280155727,-0.003029580258
5.380000,6.280155871,-0.003029436607
5.385000,6.280156009,-0.003029298061
5.390000,6.280156143,-0.003029164549
5.395000,6.280156271,-0.003029036007
5.400000,6.280156395,-0.003028912357
5.405000,6.280156514,-0.00302879352
5.410000,6.280156628,-0.003028679418
5.415000,6.280156737,-0.003028569974
5.420000,6.280156842,-0.003028465111
5.425000,6.280156942,-0.003028364751
5.430000,6.280157038,-0.00302826882
5.435000,6.28015713,-0.00302817724
5.440000,6.280157217,-0.003028089938
5.445000,6.2801573,-0.003028006838
5.450000,6.280157379,-0.003027927867
5.455000,6.280157454,-0.003027852952
5.460000,6.280157525,-0.003027782021
5.465000,6.280157592,-0.003027715002
5.470000,6.280157655,-0.003027651823
5.475000,6.280157715,-0.003027592415
5.480000,6.28015777,-0.003027536708
5.485000,6.280157823,-0.003027484634
5.490000,6.280157871,-0.003027436124
5.495000,6.280157916,-0.003027391111
5.500000,6.280157958,-0.00302734953
5.505000,6.280157996,-0.003027311314
5.510000,6.280158031,-0.003027276398
5.515000,6.280158062,-0.00302724472
5.520000,6.280158091,-0.003027216214
5.525000,6.280158116,-0.00302719082
5.530000,6.280158139,-0.003027168476
5.535000,6.280158158,-0.00302714912
5.540000,6.280158144,-0.003027163335
5.545000,6.280158175,-0.003027132315
