t,has_contact,theta_wrapped,theta_unwrapped,gap,d_cath
1.080000,0,nan,nan,nan,nan
1.085000,0,nan,nan,nan,nan
1.090000,0,nan,nan,nan,nan
1.095000,0,nan,nan,nan,nan
1.100000,0,nan,nan,nan,nan
1.105000,0,nan,nan,nan,nan
1.110000,0,nan,nan,nan,nan
1.115000,0,nan,nan,nan,nan
1.120000,0,nan,nan,nan,nan
1.125000,0,nan,nan,nan,nan
1.130000,0,nan,nan,nan,nan
1.135000,0,nan,nan,nan,nan
1.140000,0,nan,nan,nan,nan
1.145000,0,nan,nan,nan,nan
1.150000,0,nan,nan,nan,nan
1.155000,0,nan,nan,nan,nan
1.160000,0,nan,nan,nan,nan
1.165000,0,nan,nan,nan,nan
1.170000,0,nan,nan,nan,nan
1.175000,0,nan,nan,nan,nan
1.180000,0,nan,nan,nan,nan
1.185000,0,nan,nan,nan,nan
1.190000,0,nan,nan,nan,nan
1.195000,0,nan,nan,nan,nan
1.200000,0,nan,nan,nan,nan
1.205000,0,nan,nan,nan,nan
1.210000,0,nan,nan,nan,nan
1.215000,0,nan,nan,nan,nan
1.220000,0,nan,nan,nan,nan
1.225000,0,nan,nan,nan,nan
1.230000,0,nan,nan,nan,nan
1.235000,0,nan,nan,nan,nan
1.240000,0,nan,nan,nan,nan
1.245000,0,nan,nan,nan,nan
1.250000,0,nan,nan,nan,nan
1.255000,0,nan,nan,nan,nan
1.260000,0,nan,nan,nan,nan
1.265000,0,nan,nan,nan,nan
1.270000,0,nan,nan,1.96394644,0.1985618624
1.275000,0,nan,nan,1.882823969,0.1984355489
1.280000,0,nan,nan,1.801739036,0.1983069166
1.285000,0,nan,nan,1.720693393,0.198176947
1.290000,0,nan,nan,1.639688368,0.1980465115
1.295000,0,nan,nan,1.558724903,0.1979163815
1.300000,0,nan,nan,1.477803598,0.1977872374
1.305000,0,nan,nan,1.396924743,0.1976596776
1.310000,0,nan,nan,1.316088358,0.1975342259
1.315000,0,nan,nan,1.235294217,0.1974113384
1.320000,0,nan,nan,1.154541877,0.19729141
1.325000,0,nan,nan,1.073830707,0.1971747804
1.330000,0,nan,nan,0.993159905,0.1970617394
1.335000,0,nan,nan,0.9125285242,0.1969525313
1.340000,0,nan,nan,0.8319354891,0.1968473602
1.345000,0,nan,nan,0.751379614,0.1967463929
1.350000,0,nan,nan,0.6708596183,0.1966497636
1.355000,0,nan,nan,0.5903741413,0.1965575765
1.360000,0,nan,nan,0.5099217548,0.1964699095
1.365000,0,nan,nan,0.4295009754,0.1963868162
1.370000,0,nan,nan,0.3491102749,0.1963083292
1.375000,0,nan,nan,0.2687480901,0.1962344617
1.380000,0,nan,nan,0.1884128315,0.1961652102
1.385000,0,nan,nan,0.1081028914,0.1320419083
1.390000,0,nan,nan,0.02781665074,0.03397617735
1.395000,1,1.582961691,1.582961691,-7.578496826e-07,4.944607644e-07
1.400000,1,1.589042716,1.589042716,-7.539753897e-07,4.888575354e-07
1.405000,1,1.595422489,1.595422489,-7.619281797e-07,4.783345471e-07
1.410000,1,1.602088764,1.602088764,-7.534588669e-07,4.693478829e-07
1.415000,1,1.609026345,1.609026345,-7.464848917e-07,4.599702337e-07
1.420000,1,1.616217631,1.616217631,-7.451381139e-07,4.527221136e-07
1.425000,1,1.623643232,1.623643232,-7.37193095e-07,4.449666439e-07
1.430000,1,1.631282602,1.631282602,-7.442626706e-07,4.338868527e-07
1.435000,1,1.639114644,1.639114644,-7.351650053e-07,4.268066446e-07
1.440000,1,1.647118254,1.647118254,-7.315468635e-07,4.206214409e-07
1.445000,1,1.655272769,1.655272769,-7.379861433e-07,4.107229724e-07
1.450000,1,1.663558321,1.663558321,-7.375358946e-07,3.984100073e-07
1.455000,1,1.671956095,1.671956095,-7.317217534e-07,3.84325479e-07
1.460000,1,1.680448487,1.680448487,-7.218022535e-07,3.744668661e-07
1.465000,1,1.689019207,1.689019207,-7.086512896e-07,3.642674319e-07
1.470000,1,1.697653284,1.697653284,-7.183573101e-07,3.532294227e-07
1.475000,1,1.706337068,1.706337068,-7.002436995e-07,3.478156667e-07
1.480000,1,1.715058162,1.715058162,-7.066355701e-07,3.408885117e-07
1.485000,1,1.723805353,1.723805353,-7.108468409e-07,3.320043784e-07
1.490000,1,1.732568524,1.732568524,-7.113666816e-07,3.2076009e-07
1.495000,1,1.74133856,1.74133856,-7.062862837e-07,3.126891982e-07
1.500000,1,1.75010726,1.75010726,-6.934539805e-07,3.089373263e-07
1.505000,1,1.758867243,1.758867243,-7.055692812e-07,2.997171159e-07
1.510000,1,1.767611866,1.767611866,-7.073411408e-07,2.927076879e-07
1.515000,1,1.776335145,1.776335145,-6.95457949e-07,2.873768793e-07
1.520000,1,1.785031687,1.785031687,-7.066687089e-07,2.765765665e-07
1.525000,1,1.793696624,1.793696624,-7.001486444e-07,2.641828072e-07
1.530000,1,1.802325557,1.802325557,-6.725628432e-07,2.569212548e-07
1.535000,1,1.810914511,1.810914511,-6.641535522e-07,2.511162295e-07
1.540000,1,1.819459885,1.819459885,-6.748770103e-07,2.441421346e-07
1.545000,1,1.827958416,1.827958416,-6.589769406e-07,2.437612865e-07
1.550000,1,1.836407147,1.836407147,-6.600140794e-07,2.396803779e-07
1.555000,1,1.844803396,1.844803396,-6.785461837e-07,2.337600693e-07
1.560000,1,1.853144728,1.853144728,-6.634941694e-07,2.329026253e-07
1.565000,1,1.86142894,1.86142894,-6.632714644e-07,2.277868492e-07
1.570000,1,1.869654032,1.869654032,-6.781320891e-07,2.216391288e-07
1.575000,1,1.877818197,1.877818197,-6.520874964e-07,2.1368921e-07
1.580000,1,1.885919801,1.885919801,-6.385121263e-07,2.126598402e-07
1.585000,1,1.893957371,1.893957371,-6.368089598e-07,2.186274056e-07
1.590000,1,1.901929589,1.901929589,-6.470199776e-07,2.137662014e-07
1.595000,1,1.909835266,1.909835266,-6.69846171e-07,2.161139833e-07
1.600000,1,1.917673353,1.917673353,-6.415304918e-07,2.237015239e-07
1.605000,1,1.925442913,1.925442913,-6.881284973e-07,2.185663281e-07
1.610000,1,1.933143127,1.933143127,-6.795276084e-07,2.165400153e-07
1.615000,1,1.940773277,1.940773277,-6.806210631e-07,2.058723044e-07
1.620000,1,1.948332748,1.948332748,-6.213394643e-07,2.134391894e-07
1.625000,1,1.955821018,1.955821018,-6.387609579e-07,2.074161912e-07
1.630000,1,1.963237648,1.963237648,-6.661991963e-07,2.087183835e-07
1.635000,1,1.970582287,1.970582287,-6.285313017e-07,2.133099285e-07
1.640000,1,1.977854656,1.977854656,-6.730687745e-07,2.105244036e-07
1.645000,1,1.985054551,1.985054551,-6.487027746e-07,2.045389644e-07
1.650000,1,1.992181838,1.992181838,-6.311392942e-07,2.014830203e-07
1.655000,1,1.999236444,1.999236444,-6.198846005e-07,2.012232937e-07
1.660000,1,2.006218359,2.006218359,-6.146314884e-07,2.037218311e-07
1.665000,1,2.013127628,2.013127628,-6.152459209e-07,2.090346977e-07
1.670000,1,2.019964351,2.019964351,-6.217618584e-07,2.173157841e-07
1.675000,1,2.026728677,2.026728677,-6.343838179e-07,2.288261059e-07
1.680000,1,2.033420803,2.033420803,-6.53497918e-07,2.229152607e-07
1.685000,1,2.040040967,2.040040967,-6.796918095e-07,2.192209307e-07
1.690000,1,2.046589451,2.046589451,-6.183644099e-07,2.173701993e-07
1.695000,1,2.053066574,2.053066574,-6.539519273e-07,2.177594861e-07
1.700000,1,2.059472689,2.059472689,-6.017579257e-07,2.197772951e-07
1.705000,1,2.065808185,2.065808185,-6.471347582e-07,2.244060193e-07
1.710000,1,2.072073479,2.072073479,-6.023373924e-07,2.302006106e-07
1.715000,1,2.078269018,2.078269018,-6.587584096e-07,2.303839271e-07
1.720000,1,2.084395274,2.084395274,-6.202537355e-07,2.309239517e-07
1.725000,1,2.090452744,2.090452744,-5.865907196e-07,2.418018302e-07
1.730000,1,2.096441946,2.096441946,-6.571888505e-07,2.367437844e-07
1.735000,1,2.102363419,2.102363419,-6.287837158e-07,2.292255747e-07
1.740000,1,2.108217719,2.108217719,-6.04302659e-07,2.507653972e-07
1.745000,1,2.11400542,2.11400542,-5.833859311e-07,2.687223928e-07
1.750000,1,2.11972711,2.11972711,-6.745960563e-07,2.568003163e-07
1.755000,1,2.125383391,2.125383391,-6.58970301e-07,2.54778973e-07
1.760000,1,2.130974876,2.130974876,-6.466388029e-07,2.541029224e-07
1.765000,1,2.136502189,2.136502189,-6.374404431e-07,2.547556047e-07
1.770000,1,2.141965963,2.141965963,-6.312593972e-07,2.567417263e-07
1.775000,1,2.14736684,2.14736684,-6.280228448e-07,2.600874553e-07
1.780000,1,2.152705466,2.152705466,-6.276994746e-07,2.648408487e-07
1.785000,1,2.157982496,2.157982496,-6.30299152e-07,2.710731124e-07
1.790000,1,2.163198587,2.163198587,-6.358734348e-07,2.788806333e-07
1.795000,1,2.168354399,2.168354399,-6.44517109e-07,2.883874297e-07
1.800000,1,2.173450597,2.173450597,-6.563709292e-07,2.858804707e-07
1.805000,1,2.178487845,2.178487845,-6.716253629e-07,2.685795405e-07
1.810000,1,2.183466811,2.183466811,-5.596882509e-07,2.650032319e-07
1.815000,1,2.188388161,2.188388161,-5.765217255e-07,2.79095276e-07
1.820000,1,2.193252559,2.193252559,-5.97112169e-07,2.954150032e-07
1.825000,1,2.198060672,2.198060672,-6.215326249e-07,3.142897505e-07
1.830000,1,2.202813159,2.202813159,-6.501357106e-07,3.032579591e-07
1.835000,1,2.207510682,2.207510682,-6.834246542e-07,2.893588098e-07
1.840000,1,2.212153897,2.212153897,-5.748878236e-07,3.085415336e-07
1.845000,1,2.216743456,2.216743456,-6.085519333e-07,2.946071763e-07
1.850000,1,2.22128006,2.22128006,-6.47437298e-07,2.830054727e-07
1.855000,1,2.225764305,2.225764305,-5.462518473e-07,3.113314436e-07
1.860000,1,2.23019683,2.23019683,-5.851920952e-07,3.413338148e-07
1.865000,1,2.234578268,2.234578268,-6.302442523e-07,3.217095673e-07
1.870000,1,2.238909179,2.238909179,-6.822815726e-07,3.123550211e-07
1.875000,1,2.243190252,2.243190252,-5.786357549e-07,3.032633331e-07
1.880000,1,2.247422104,2.247422104,-6.311757965e-07,2.956653582e-07
1.885000,1,2.251605344,2.251605344,-5.358994568e-07,3.453216241e-07
1.890000,1,2.255740573,2.255740573,-5.887770427e-07,3.216815332e-07
1.895000,1,2.259828389,2.259828389,-6.503376215e-07,3.161408604e-07
1.900000,1,2.263869379,2.263869379,-5.540102648e-07,3.110705292e-07
1.905000,1,2.267864125,2.267864125,-6.166037561e-07,3.071002825e-07
1.910000,1,2.271813202,2.271813202,-5.259111764e-07,3.754272262e-07
1.915000,1,2.275717173,2.275717173,-5.898597655e-07,3.468529198e-07
1.920000,1,2.2795766,2.2795766,-6.665363972e-07,3.462198168e-07
1.925000,1,2.28339203,2.28339203,-5.716516367e-07,3.458932175e-07
1.930000,1,2.287164007,2.287164007,-6.511643527e-07,3.470477801e-07
1.935000,1,2.290893066,2.290893066,-5.592771393e-07,3.483292951e-07
1.940000,1,2.294579732,2.294579732,-6.422728571e-07,3.513632877e-07
1.945000,1,2.298224524,2.298224524,-5.524659836e-07,3.543462332e-07
1.950000,1,2.301827952,2.301827952,-6.397147816e-07,3.602423967e-07
1.955000,1,2.305390517,2.305390517,-5.513069397e-07,3.662220681e-07
1.960000,1,2.308912713,2.308912713,-6.461515834e-07,3.752467693e-07
1.965000,1,2.312326077,2.312326077,-5.59682285e-07,3.75146489e-07
1.970000,1,2.315634363,2.315634363,-6.617100343e-07,3.713605148e-07
1.975000,1,2.318841091,2.318841091,-5.47284742e-07,3.701443285e-07
1.980000,1,2.321949576,2.321949576,-6.299309092e-07,3.781237796e-07
1.985000,1,2.324962934,2.324962934,-5.33686968e-07,3.977511779e-07
1.990000,1,1.62064814,1.62064814,-6.397589174e-07,4.903850339e-05
1.995000,1,1.61122156,1.61122156,-5.746986598e-07,0.005924521159
2.000000,1,1.608074734,1.608074734,-6.805553463e-07,0.01872208872
2.005000,1,1.605381076,1.605381076,-5.154599827e-07,0.03399769794
2.010000,1,1.602408581,1.602408581,-5.283794775e-07,0.05214569486
2.015000,1,1.59897933,1.59897933,-5.420971916e-07,0.07358324411
2.020000,1,1.594964228,1.594964228,-5.557024152e-07,0.09873219099
2.025000,1,1.590234279,1.590234279,-5.680997712e-07,0.1279934749
2.030000,1,1.584653819,1.584653819,-5.780303369e-07,0.1617127924
2.035000,1,1.578081443,1.578081443,-5.841360742e-07,0.2001384649
2.040000,1,1.570374471,1.570374471,-5.850750333e-07,0.2433744491
2.045000,1,1.561396065,1.561396065,-5.796860623e-07,0.2913339411
2.050000,1,1.551024504,1.551024504,-5.671840322e-07,0.3437013655
2.055000,1,1.53916396,1.53916396,-5.473477462e-07,0.3999117684
2.060000,1,1.525755693,1.525755693,-5.206485341e-07,0.4591557099
2.065000,1,1.491993843,1.491993843,-4.882692881e-07,0.4466698659
2.070000,1,1.453690665,1.453690665,-4.519888313e-07,0.4271260483
2.075000,1,1.46468954,1.46468954,-5.163640018e-07,0.5550762843
2.080000,1,1.443828512,1.443828512,-5.056465104e-07,0.6053173753
2.085000,1,1.398255217,1.398255217,-6.293408754e-07,0.5732103477
2.090000,1,1.379013414,1.379013414,-4.748450904e-07,0.6170640689
2.095000,1,1.359184471,1.359184471,-4.794150987e-07,0.6590084882
2.100000,1,1.372066464,1.372066464,-4.938781899e-07,0.7936175447
2.105000,1,1.349305304,1.349305304,-5.210248082e-07,0.8315164829
2.110000,1,1.295806071,1.295806071,-3.781484228e-07,0.7715387777
2.115000,1,1.275630019,1.275630019,-5.960624123e-07,0.8013597091
2.120000,1,1.25577257,1.25577257,-3.689282093e-07,0.8279029066
2.125000,1,1.236367845,1.236367845,-4.349973022e-07,0.8511372674
2.130000,1,1.2175262,1.2175262,-5.343040734e-07,0.8710912293
2.135000,1,1.19933775,1.19933775,-3.441058607e-07,0.8878389276
2.140000,1,1.181871687,1.181871687,-4.5193348e-07,0.9014904967
2.145000,1,1.165178316,1.165178316,-2.997056696e-07,0.9121836755
2.150000,1,1.149291656,1.149291656,-4.231517132e-07,0.9200764752
2.155000,1,1.134231866,1.134231866,-2.904418275e-07,0.9253410443
2.160000,1,1.120007642,1.120007642,-4.419235999e-07,0.9281583948
2.165000,1,1.106618757,1.106618757,-3.148436187e-07,0.9287141739
2.170000,1,1.094058166,1.094058166,-5.161791892e-07,0.9271950564
2.175000,1,1.082311747,1.082311747,-3.820450312e-07,0.92378552
2.180000,1,1.07136452,1.07136452,-2.857801342e-07,0.9186662488
2.185000,1,1.06119712,1.06119712,-5.174140902e-07,0.9120115883
2.190000,1,1.051787538,1.051787538,-4.017549204e-07,0.9039882152
2.195000,1,1.043113989,1.043113989,-3.152546828e-07,0.8947544341
2.200000,1,1.035155165,1.035155165,-2.500018623e-07,0.8844595109
2.205000,1,1.027888581,1.027888581,-5.079771026e-07,0.8732428953
2.210000,1,1.02129097,1.02129097,-4.165939989e-07,0.861234043
2.215000,1,1.015341356,1.015341356,-3.44935017e-07,0.8485528741
2.220000,1,1.010018703,1.010018703,-2.882906927e-07,0.8353095825
2.225000,1,1.0053021,1.0053021,-2.431598718e-07,0.8216049184
2.230000,1,1.001173098,1.001173098,-2.069229539e-07,0.8075309407
2.235000,1,0.9976127065,0.9976127065,-4.816680668e-07,0.7931709879
2.240000,1,0.9946013744,0.9946013744,-4.207247906e-07,0.7786001605
2.245000,1,0.9921222311,0.9921222311,-3.702427476e-07,0.7638862968
2.250000,1,0.9901582963,0.9901582963,-3.281569168e-07,0.7490901148
2.255000,1,0.9886931501,0.9886931501,-2.928517113e-07,0.7342658205
2.260000,1,0.9877108791,0.9877108791,-2.630549973e-07,0.7194616125
2.265000,1,0.9871960234,0.9871960234,-2.377589907e-07,0.7047201696
2.270000,1,0.9871335245,0.9871335245,-2.161599837e-07,0.6900791171
2.275000,1,0.987507892,0.987507892,-1.976126667e-07,0.6755713575
2.280000,1,0.9883063926,0.9883063926,-1.815956185e-07,0.6612259202
2.285000,1,0.9895148705,0.9895148705,-4.910504527e-07,0.6470678148
2.290000,1,0.9911176065,0.9911176065,-4.588109546e-07,0.633118381
2.295000,1,0.9931018552,0.9931018552,-4.306814638e-07,0.6193961606
2.300000,1,0.9954540816,0.9954540816,-4.061077616e-07,0.6059167787
2.305000,1,0.9981608998,0.9981608998,-3.846367873e-07,0.5926933304
2.310000,1,1.001209057,1.001209057,-3.658997998e-07,0.5797366375
2.315000,1,1.00458542,1.00458542,-3.495974572e-07,0.5670554837
2.320000,1,1.008276969,1.008276969,-3.354887066e-07,0.5546568282
2.325000,1,1.012270793,1.012270793,-3.233810579e-07,0.5425460001
2.330000,1,1.016554089,1.016554089,-3.131229529e-07,0.5307268748
2.335000,1,1.021114168,1.021114168,-3.045971728e-07,0.5192020336
2.340000,1,1.025938456,1.025938456,-2.977155704e-07,0.5079729084
2.345000,1,1.031014508,1.031014508,-2.924144038e-07,0.4970399123
2.350000,1,1.036330018,1.036330018,-2.886500501e-07,0.4864025579
2.355000,1,1.041872059,1.041872059,-2.863956863e-07,0.4760597413
2.360000,1,1.047627963,1.047627963,-2.856379249e-07,0.4660092491
2.365000,1,1.053587601,1.053587601,-5.89340341e-08,0.4562483866
2.370000,1,1.059739875,1.059739875,-5.329280883e-08,0.4467742662
2.375000,1,1.066072347,1.066072347,-4.732820758e-08,0.4375832238
2.380000,1,1.072575838,1.072575838,-4.098262441e-08,0.4286711756
2.385000,1,1.079237922,1.079237922,-3.420204608e-08,0.4200338649
2.390000,1,1.086045682,1.086045682,-3.893984957e-08,0.411666756
2.395000,1,1.092990335,1.092990335,-4.125283759e-08,0.4035648924
2.400000,1,1.1000617,1.1000617,-4.39035146e-08,0.395723192
2.405000,1,1.107249894,1.107249894,-4.663112385e-08,0.3881364002
2.410000,1,1.114545302,1.114545302,-4.948278898e-08,0.3807991266
2.415000,1,1.121938608,1.121938608,-5.245454782e-08,0.3737058726
2.420000,1,1.129417485,1.129417485,-5.554151761e-08,0.3668511833
2.425000,1,1.136975383,1.136975383,-5.873754461e-08,0.3602292833
2.430000,1,1.144607853,1.144607853,1.061506927e-08,0.3538343965
2.435000,1,1.152304292,1.152304292,1.224561386e-08,0.3476609705
2.440000,1,1.160056503,1.160056503,1.395347304e-08,0.3417032876
2.445000,1,1.167857012,1.167857012,1.573425434e-08,0.3359556679
2.450000,1,1.175698647,1.175698647,1.758365409e-08,0.3304124582
2.455000,1,1.183574537,1.183574537,1.949697914e-08,0.3250680438
2.460000,1,1.191483169,1.191483169,2.146955191e-08,0.319916751
2.465000,1,1.199414389,1.199414389,2.349631467e-08,0.3149531858
2.470000,1,1.207356508,1.207356508,-1.777345471e-08,0.3101720013
2.475000,1,1.215308111,1.215308111,-1.888227752e-08,0.3055677129
2.480000,1,1.223264016,1.223264016,-2.001868804e-08,0.3011350452
2.485000,1,1.231219003,1.231219003,-2.118068076e-08,0.2968687928
2.490000,1,1.239168091,1.239168091,-2.2366343e-08,0.2927638391
2.495000,1,1.247106535,1.247106535,-2.357377404e-08,0.28881516
2.500000,1,1.255029812,1.255029812,-2.480121841e-08,0.2850178276
2.505000,1,1.262926428,1.262926428,-2.604739313e-08,0.2813671123
2.510000,1,1.270798121,1.270798121,-2.731072168e-08,0.2778581774
2.515000,1,1.278648896,1.278648896,1.270272154e-08,0.2744863106
2.520000,1,1.286468658,1.286468658,1.345370126e-08,0.2712470985
2.525000,1,1.294253536,1.294253536,1.421838114e-08,0.2681361096
2.530000,1,1.302000149,1.302000149,1.499643032e-08,0.265149032
